Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
37.2,69.3,120.7,129.3,43.4,12.5,1.93,9.0,529,Poor
32.9,66.9,5.2,8.6,30.6,14.0,1.47,10.5,485,Moderate
29.0,84.3,8.7,14.7,31.6,11.9,1.53,10.4,475,Moderate
29.4,74.5,12.2,18.2,21.9,4.8,0.99,10.1,267,Good
21.5,74.6,0.3,8.1,15.9,6.3,1.02,15.6,381,Good
23.7,61.5,19.4,25.0,11.8,0.9,1.18,12.0,333,Good
39.9,112.1,37.2,54.7,50.8,21.8,2.58,2.8,556,Hazardous
24.6,89.2,4.1,16.2,32.0,2.6,1.83,3.9,480,Poor
45.8,96.4,0.4,10.0,34.1,11.9,1.9,11.6,374,Poor
30.3,58.1,1.8,13.5,29.6,6.5,1.54,8.5,524,Moderate
21.8,71.2,17.0,21.4,20.4,8.4,0.92,11.5,311,Good
32.3,87.5,1.1,5.4,23.1,8.7,1.52,8.3,343,Moderate
20.5,58.3,1.8,6.7,14.6,4.8,0.78,16.0,260,Good
54.7,81.7,101.8,133.7,35.0,26.1,2.32,5.4,586,Hazardous
21.0,44.0,2.6,8.8,25.2,5.7,0.95,17.2,488,Good
34.7,87.7,44.8,46.0,35.8,11.9,2.11,4.5,473,Poor
23.2,72.9,29.3,39.3,20.6,7.2,1.36,5.4,299,Moderate
43.1,102.6,8.2,30.7,37.0,33.2,2.36,4.9,782,Hazardous
26.8,91.8,5.1,10.5,28.3,7.2,1.31,9.6,376,Moderate
32.2,70.0,3.5,10.2,25.4,19.3,2.59,3.9,735,Poor
32.0,63.8,53.7,62.1,27.2,6.8,1.49,17.1,345,Moderate
29.2,60.6,1.7,16.0,32.7,13.3,1.91,7.2,637,Moderate
36.8,82.8,7.3,17.9,33.2,17.0,1.9,4.3,678,Poor
25.1,70.9,16.8,33.0,37.1,9.1,1.05,6.3,569,Moderate
35.5,95.0,31.6,52.5,24.3,13.6,2.34,4.3,478,Poor
16.5,66.4,11.7,15.8,11.7,3.6,0.97,13.5,548,Good
25.8,58.8,0.3,10.3,25.0,9.9,1.62,9.9,622,Moderate
29.2,70.3,3.5,8.1,16.7,3.7,1.05,10.8,585,Good
26.8,81.2,0.9,5.7,20.3,6.6,0.93,11.0,409,Good
24.2,71.6,5.9,11.1,19.5,2.7,1.13,10.5,547,Good
27.3,75.8,51.0,59.3,23.5,7.9,1.77,5.2,542,Moderate
28.1,66.3,51.2,69.9,23.9,13.7,1.61,5.0,653,Moderate
30.8,88.9,27.8,32.7,31.2,13.5,1.68,5.6,494,Moderate
37.3,68.2,4.3,20.8,40.3,20.0,2.01,5.4,681,Poor
27.6,73.0,9.8,18.7,29.8,19.9,1.62,4.6,705,Poor
28.1,96.9,6.9,25.0,25.3,10.8,1.54,5.7,709,Moderate
22.7,80.1,0.2,14.0,20.6,11.9,1.51,5.0,376,Moderate
23.8,79.3,9.2,10.6,22.5,5.5,1.05,12.3,544,Good
23.9,61.8,3.2,9.9,18.6,5.2,0.93,13.6,438,Good
26.3,74.5,12.7,18.3,21.1,1.1,1.01,13.1,365,Good
20.6,78.2,6.5,21.6,41.6,7.4,2.71,4.8,721,Hazardous
28.1,78.1,30.4,38.6,33.9,7.9,1.35,8.7,465,Moderate
32.0,95.2,28.6,41.8,38.3,23.0,2.11,6.4,435,Poor
30.1,80.4,65.3,77.1,36.8,16.4,1.71,4.9,597,Poor
34.4,107.9,18.7,33.4,37.1,15.3,1.99,5.4,388,Poor
32.5,81.1,80.1,100.2,28.8,0.5,1.92,10.1,612,Poor
27.8,79.0,16.6,24.0,25.5,5.2,1.06,10.3,359,Good
25.3,77.0,4.6,11.2,20.1,6.4,1.03,11.3,282,Good
23.8,57.9,21.9,27.3,21.9,4.3,1.02,11.1,336,Good
31.3,80.6,19.6,32.6,31.8,3.6,2.53,3.3,662,Poor
29.4,93.3,149.1,168.1,34.9,11.7,1.79,4.2,793,Poor
40.0,94.4,30.9,48.1,41.2,11.4,2.6,5.8,860,Hazardous
44.3,88.4,2.6,13.3,35.0,16.2,2.31,4.8,757,Poor
26.7,53.8,6.9,21.8,25.3,7.7,1.59,6.4,295,Moderate
36.1,70.2,19.1,37.6,27.8,20.7,2.21,3.9,454,Poor
28.6,45.6,56.8,64.8,30.2,7.0,1.42,7.6,681,Moderate
29.4,91.0,25.4,47.2,37.6,19.6,1.66,3.7,675,Poor
16.8,57.1,22.0,25.6,13.0,6.4,1.05,10.4,231,Good
32.1,62.6,47.9,59.1,30.0,7.9,1.48,7.1,414,Moderate
32.2,42.8,24.8,37.3,26.9,16.8,1.16,5.8,453,Moderate
36.6,91.9,10.5,20.2,22.9,5.5,1.58,6.4,409,Poor
37.0,61.2,44.2,56.1,21.1,5.7,1.76,9.8,465,Poor
33.2,109.8,94.1,111.7,46.6,7.4,3.24,3.9,853,Hazardous
40.8,82.2,2.4,14.3,29.8,10.6,1.04,5.1,481,Moderate
24.9,38.5,14.3,19.5,22.6,5.5,0.88,10.5,369,Good
35.0,57.4,0.7,5.1,25.3,16.0,1.42,5.3,441,Moderate
25.3,40.1,3.8,12.3,15.8,3.9,0.99,12.2,375,Good
21.9,70.5,2.8,9.8,15.3,4.4,0.83,11.0,326,Good
30.6,57.1,6.5,16.8,21.0,8.8,1.74,5.3,543,Moderate
29.4,64.6,13.7,29.0,27.6,13.0,1.83,5.0,722,Poor
32.9,62.6,17.1,30.6,21.9,14.6,1.4,5.2,533,Moderate
30.1,56.7,7.9,25.2,26.4,11.4,1.39,7.0,662,Moderate
21.3,71.5,13.4,17.3,19.1,1.1,1.07,11.1,280,Good
35.5,91.0,13.1,17.2,20.7,15.1,1.99,5.4,597,Poor
29.3,80.3,99.6,112.3,22.8,12.5,1.46,6.6,486,Moderate
24.6,52.4,4.1,18.1,27.0,14.7,1.4,8.8,356,Moderate
28.3,77.3,13.0,21.6,33.2,9.3,1.77,7.5,542,Moderate
22.0,59.2,14.0,25.8,20.8,13.2,1.5,5.4,503,Moderate
22.8,67.9,66.8,79.8,28.3,4.3,1.17,5.9,397,Moderate
37.6,99.5,142.3,157.1,36.3,20.8,1.82,2.8,528,Hazardous
33.4,85.5,55.9,60.9,36.0,10.2,1.64,3.7,698,Poor
24.4,77.2,12.4,17.7,17.8,6.2,0.94,14.7,330,Good
22.6,62.1,16.4,21.3,17.6,4.8,0.93,11.5,324,Good
27.7,56.2,6.1,17.1,19.2,11.9,1.61,5.6,507,Moderate
35.5,73.2,45.6,49.2,31.7,11.6,1.44,5.6,444,Moderate
46.3,91.0,27.0,51.7,37.3,20.2,2.14,4.1,624,Hazardous
37.6,80.6,8.5,17.8,25.0,15.2,1.65,4.1,768,Poor
27.6,44.8,1.8,5.7,18.1,3.1,0.98,10.0,513,Good
25.5,70.1,5.3,5.6,25.8,7.8,0.96,16.6,502,Good
32.6,78.3,4.6,24.6,25.8,21.2,1.97,5.9,540,Poor
28.9,44.2,5.6,10.9,19.7,4.5,1.03,18.0,333,Good
27.3,72.1,20.4,25.9,24.7,2.8,0.83,10.7,238,Good
26.3,58.7,2.6,6.5,23.8,6.4,0.99,11.2,530,Good
26.3,80.1,3.2,9.7,20.2,6.0,1.03,12.5,269,Good
36.4,78.0,50.8,57.2,22.6,8.5,1.55,5.3,583,Moderate
23.9,79.6,28.7,32.2,18.7,3.0,1.1,12.0,454,Good
22.6,46.7,19.2,26.8,26.5,6.7,0.82,13.7,354,Good
30.5,76.0,30.7,48.8,25.3,3.3,1.56,7.3,721,Moderate
29.0,88.6,13.2,33.7,36.1,13.1,2.32,4.4,706,Poor
24.9,45.7,3.1,9.4,18.8,7.0,1.08,10.3,275,Good
37.0,76.1,131.3,145.5,57.3,24.3,2.94,7.6,702,Hazardous
38.5,103.0,12.2,37.4,40.5,19.5,1.89,7.2,527,Poor
18.7,66.1,45.5,51.5,22.7,6.3,1.03,17.2,384,Good
31.8,85.7,12.3,13.9,20.6,15.5,1.21,5.1,372,Moderate
26.7,41.8,1.5,6.5,25.5,2.5,1.07,10.5,303,Good
24.1,61.0,10.3,15.5,20.0,4.1,0.94,14.3,203,Good
45.6,78.7,3.4,25.3,34.0,11.5,2.41,2.5,503,Hazardous
34.0,83.1,10.5,25.8,22.6,5.7,1.28,5.4,522,Moderate
24.5,65.2,25.0,28.4,22.0,3.8,0.96,11.7,217,Good
35.6,65.8,21.8,36.3,30.3,9.2,1.6,5.1,691,Moderate
24.6,71.2,21.1,41.7,27.0,17.7,1.93,3.4,528,Poor
32.3,68.8,4.3,6.5,28.1,9.4,1.5,5.1,438,Moderate
29.2,51.8,0.3,4.6,16.6,6.5,0.89,14.2,291,Good
29.0,64.4,23.5,23.1,35.1,17.3,2.13,5.0,560,Poor
22.3,54.1,4.3,10.3,12.7,4.5,1.02,10.4,275,Good
26.0,86.8,85.4,95.8,24.8,3.9,1.23,5.4,481,Moderate
26.4,45.7,8.4,11.3,23.4,4.8,0.97,13.8,426,Good
30.1,83.5,10.2,15.6,23.6,18.2,1.73,14.0,676,Moderate
30.2,71.7,18.3,29.4,16.1,8.9,1.48,5.5,479,Moderate
23.6,66.3,10.2,20.6,18.0,8.4,1.64,5.5,581,Moderate
25.4,65.3,30.5,34.7,21.9,5.2,1.41,10.8,527,Moderate
28.3,65.8,7.3,9.8,23.3,3.6,1.03,13.0,563,Good
25.0,50.9,4.9,11.4,23.4,2.8,1.1,13.7,196,Good
18.1,62.9,23.2,26.6,12.7,5.1,0.92,12.2,476,Good
37.8,86.3,11.9,33.1,34.5,14.6,2.14,7.9,535,Poor
29.4,42.7,1.7,7.8,19.1,4.5,0.84,13.4,228,Good
24.6,73.2,9.4,10.1,25.5,8.8,0.77,17.8,384,Good
26.0,76.0,1.0,4.5,13.1,2.7,1.09,10.2,248,Good
24.4,71.5,12.0,19.0,20.3,3.0,0.91,13.0,473,Good
31.1,76.5,2.8,9.5,19.0,1.9,0.97,13.1,318,Good
38.3,107.8,39.3,60.8,32.3,29.0,2.61,6.8,462,Hazardous
33.1,57.8,17.2,33.0,28.3,9.2,1.38,5.2,642,Moderate
29.4,72.7,24.7,28.4,12.0,2.9,1.16,12.1,204,Good
35.7,60.6,2.9,11.2,30.8,14.4,1.36,10.0,627,Moderate
28.8,54.3,17.3,23.2,21.2,6.8,1.1,13.0,213,Good
24.5,59.7,2.8,8.4,19.1,4.3,0.85,10.3,432,Good
26.8,65.2,9.7,15.8,13.4,7.7,0.81,12.8,282,Good
22.4,58.6,8.1,12.7,12.4,4.0,1.1,10.2,591,Good
22.5,48.6,0.8,6.2,12.9,8.0,1.02,10.5,354,Good
22.1,83.0,0.7,9.3,32.5,11.4,1.6,6.3,512,Moderate
25.3,40.1,0.6,4.5,23.8,6.5,1.09,12.3,444,Good
28.4,66.1,5.6,9.5,18.9,3.6,0.97,11.8,560,Good
33.9,63.1,2.2,11.7,21.1,17.9,2.55,8.9,680,Poor
30.3,80.4,24.4,31.4,18.3,4.4,1.48,9.2,405,Moderate
26.8,60.7,28.9,33.8,26.2,3.6,0.93,11.9,411,Good
30.3,72.5,5.7,11.2,16.6,4.4,1.21,11.6,305,Good
28.3,39.7,52.1,56.7,28.9,0.6,0.99,15.1,384,Good
33.9,83.1,18.1,42.9,36.4,24.7,1.95,3.5,749,Poor
35.8,71.5,19.0,34.1,28.6,13.5,1.54,7.8,592,Moderate
26.8,60.2,4.4,10.1,25.7,4.5,1.29,12.6,234,Good
34.0,83.2,19.3,39.1,45.1,21.0,2.28,9.9,496,Poor
28.0,80.2,27.7,28.8,34.3,12.3,1.55,6.2,631,Moderate
25.0,41.5,3.9,8.1,14.3,4.4,0.83,12.0,333,Good
32.6,54.3,5.7,19.6,25.9,11.8,1.35,7.0,649,Moderate
26.1,78.1,6.2,11.5,13.0,5.3,0.88,15.8,585,Good
42.1,80.6,30.9,41.8,36.9,12.0,2.09,4.3,437,Poor
41.2,93.9,12.4,31.2,31.3,18.7,2.16,5.5,568,Poor
38.2,67.7,5.3,19.4,29.2,10.6,2.25,6.1,514,Poor
31.9,78.1,16.7,30.3,29.4,9.0,1.76,5.3,671,Moderate
33.6,55.2,2.9,21.2,21.9,5.1,1.69,5.3,454,Moderate
33.5,97.1,10.5,24.1,26.8,16.5,2.13,5.1,686,Poor
26.6,72.4,30.3,31.5,22.5,4.4,1.05,11.8,320,Good
31.3,75.0,37.8,47.1,32.6,11.0,1.87,5.6,451,Poor
27.8,79.0,72.5,89.7,30.3,6.2,1.81,5.2,432,Moderate
29.1,76.2,2.0,7.3,20.3,5.4,0.98,17.9,404,Good
31.8,86.3,2.6,14.8,38.6,17.7,2.07,3.7,551,Poor
35.7,49.1,18.1,26.5,29.1,13.4,2.24,3.9,649,Poor
28.0,83.9,20.9,37.3,21.3,11.1,1.56,5.7,442,Moderate
35.4,54.8,2.3,6.2,16.5,7.2,1.03,10.9,490,Good
28.9,62.3,5.1,10.3,14.3,5.8,0.82,14.5,368,Good
35.4,58.4,3.0,9.5,27.3,5.4,1.54,6.1,411,Moderate
26.3,90.4,14.7,26.7,35.1,4.8,1.94,3.6,543,Poor
45.5,84.9,7.2,17.4,39.1,17.0,2.09,3.4,861,Hazardous
32.7,88.6,21.4,45.0,28.7,11.7,1.96,6.0,482,Poor
26.2,65.8,12.5,16.9,14.7,3.5,0.92,12.0,432,Good
38.6,58.3,9.6,29.6,28.4,13.7,2.17,3.5,422,Poor
36.4,115.7,112.5,121.6,33.0,17.2,2.83,3.5,560,Hazardous
27.1,81.7,14.9,19.8,19.1,5.5,0.92,11.9,242,Good
24.0,43.8,13.6,18.3,24.2,7.2,0.88,10.1,477,Good
35.5,111.3,38.0,50.8,38.4,11.3,2.09,3.2,497,Hazardous
28.7,80.8,16.6,27.3,34.8,15.0,1.75,5.3,446,Moderate
29.7,70.4,6.0,8.6,17.4,3.2,1.42,8.5,586,Moderate
33.1,66.1,21.1,41.6,27.9,17.7,2.23,3.4,733,Poor
28.0,83.3,6.0,4.5,34.1,4.6,1.65,5.8,475,Moderate
30.8,60.8,12.6,21.9,21.1,7.1,1.33,5.5,596,Moderate
32.2,58.7,5.0,15.0,33.9,7.3,1.64,6.8,516,Moderate
24.5,44.8,21.1,29.1,23.9,6.7,0.95,17.8,491,Good
22.9,71.8,2.8,10.5,21.4,3.0,1.04,11.6,520,Good
20.3,64.8,37.3,42.7,21.4,3.2,1.03,10.0,335,Good
39.1,101.5,57.8,71.2,28.0,22.0,2.11,4.4,521,Poor
29.2,93.2,35.8,46.6,34.6,11.0,1.34,6.9,346,Moderate
43.7,83.8,14.1,54.0,41.9,20.5,2.47,2.9,914,Hazardous
33.6,51.9,55.3,62.7,36.2,1.0,2.41,5.6,403,Poor
36.0,70.9,67.7,75.3,24.9,24.7,2.13,8.3,458,Poor
33.8,72.1,3.7,18.3,29.7,6.8,1.16,5.9,625,Moderate
29.4,44.4,11.1,18.8,19.1,6.2,0.99,13.4,304,Good
28.8,42.9,4.8,12.8,17.7,2.0,0.87,10.1,561,Good
26.1,38.4,0.4,5.4,20.9,3.1,1.12,11.1,387,Good
30.9,90.7,38.7,52.0,37.0,3.6,1.65,5.3,451,Moderate
31.2,62.3,29.1,39.3,22.0,10.1,1.51,5.2,571,Moderate
25.9,62.8,25.8,35.6,31.2,19.0,1.48,5.3,411,Moderate
35.0,80.4,6.7,30.2,48.4,14.5,1.96,5.2,747,Poor
37.1,83.0,22.5,36.4,34.9,16.7,1.97,5.5,464,Poor
39.9,69.7,1.8,10.6,27.1,18.0,2.29,6.9,660,Hazardous
29.9,96.2,16.2,29.3,35.5,18.2,1.85,3.4,444,Poor
23.2,69.7,5.8,14.1,24.6,3.5,0.97,12.3,579,Good
30.9,70.6,23.5,40.2,24.4,12.7,1.34,10.7,393,Moderate
25.5,74.9,42.2,46.7,19.0,3.0,0.94,11.9,421,Good
23.4,54.7,10.2,12.8,11.4,4.5,1.13,10.9,362,Good
26.3,74.9,20.1,27.4,25.4,3.8,1.62,5.3,358,Moderate
28.7,58.3,32.9,45.6,26.7,13.6,1.6,7.3,352,Moderate
32.6,79.8,33.1,45.2,32.1,5.2,2.61,4.2,731,Poor
27.2,55.1,16.5,23.0,24.2,4.8,0.8,12.9,303,Good
25.0,75.7,4.7,9.3,21.2,5.2,1.15,16.0,541,Good
36.0,59.4,18.1,20.1,29.2,10.0,1.29,13.4,527,Moderate
26.1,65.4,6.0,9.2,14.9,4.7,1.21,13.5,241,Good
23.1,63.6,9.9,15.5,18.1,3.9,0.98,15.0,205,Good
26.5,54.1,12.3,15.3,20.3,5.3,0.99,12.7,374,Good
25.5,63.8,2.2,4.3,24.9,4.7,1.1,13.4,459,Good
32.6,63.8,4.6,21.9,20.9,14.5,1.6,7.7,605,Moderate
23.8,42.1,2.5,7.3,15.1,3.8,1.12,12.8,529,Good
31.2,50.6,73.4,84.9,29.4,7.4,1.34,6.4,578,Moderate
23.6,60.7,2.9,6.9,15.8,3.0,1.09,12.4,506,Good
33.4,88.2,74.2,91.6,40.3,15.0,1.83,5.5,656,Poor
29.7,88.0,3.9,13.9,36.8,10.3,1.7,6.9,457,Moderate
22.1,56.2,6.8,12.7,25.4,4.0,0.93,12.5,389,Good
22.5,56.1,27.4,33.8,19.0,5.4,0.87,16.6,492,Good
32.2,95.9,3.0,12.3,32.2,5.5,1.38,6.6,485,Poor
19.7,62.7,22.4,27.5,19.4,3.1,1.18,10.6,396,Good
36.7,81.2,17.3,37.3,32.9,17.5,1.9,4.0,445,Poor
36.2,63.6,16.1,27.3,23.4,9.6,1.73,7.6,574,Moderate
36.7,44.6,2.4,5.8,28.8,18.1,1.63,8.7,502,Poor
31.8,85.8,51.5,73.1,20.7,16.8,1.63,6.9,683,Moderate
31.8,83.5,29.7,38.8,25.9,9.4,1.36,5.7,588,Moderate
21.7,61.4,0.6,4.7,13.0,4.5,1.12,12.2,489,Good
40.3,81.9,2.0,17.8,37.5,17.1,2.05,4.3,444,Poor
27.5,62.3,1.1,6.0,14.1,5.6,1.04,10.9,533,Good
32.0,63.1,21.3,36.9,33.6,24.0,2.03,4.0,746,Poor
35.0,55.8,12.9,17.8,26.2,13.8,1.65,6.2,313,Moderate
30.7,75.8,2.4,19.2,29.4,9.3,1.66,5.5,448,Moderate
21.2,78.0,6.0,15.4,20.2,5.5,1.03,10.5,446,Good
30.7,71.1,26.1,34.5,19.0,3.2,0.78,11.3,512,Good
29.0,79.2,66.5,82.1,25.8,16.7,1.51,5.3,575,Moderate
28.7,63.2,10.7,16.8,22.0,6.4,0.76,15.0,319,Good
36.5,119.4,59.3,89.0,32.7,24.0,2.14,3.2,585,Hazardous
19.2,69.6,5.6,15.1,15.2,4.8,1.08,10.6,509,Good
24.6,49.7,25.1,26.5,16.4,7.9,1.22,11.2,236,Good
46.8,91.6,240.1,261.5,40.3,37.6,2.46,3.1,879,Hazardous
26.6,77.5,6.3,11.5,11.8,7.0,1.15,10.1,245,Good
26.7,56.6,6.8,23.6,28.6,13.8,1.67,6.2,546,Poor
22.3,41.6,11.6,16.2,15.3,2.1,1.04,12.2,236,Good
37.3,88.5,139.8,150.6,26.7,17.2,1.75,3.7,668,Poor
28.5,69.0,16.3,25.3,23.0,7.7,1.71,5.5,344,Moderate
28.7,41.0,5.9,10.7,19.7,8.0,1.01,11.6,387,Good
39.4,69.0,7.3,27.6,36.2,4.2,2.19,7.1,428,Poor
23.7,62.5,1.1,7.4,15.1,5.7,1.09,14.8,258,Good
36.4,80.3,103.0,106.4,26.5,22.3,2.38,3.7,844,Hazardous
23.2,88.9,55.5,60.9,31.4,13.1,1.19,5.5,351,Moderate
27.7,77.8,20.8,28.2,15.5,4.7,0.97,11.4,225,Good
38.0,78.8,63.0,65.2,30.9,19.4,2.19,3.0,571,Hazardous
20.3,63.0,21.7,24.1,16.5,4.3,0.89,17.1,191,Good
20.2,54.9,10.9,16.6,12.1,7.8,1.14,10.2,534,Good
31.6,100.3,6.4,21.2,43.5,14.5,1.79,8.1,558,Poor
28.9,49.4,12.9,18.5,18.5,4.7,0.89,10.1,461,Good
35.2,82.6,24.9,43.4,36.3,8.1,1.99,5.7,419,Poor
28.5,53.4,19.2,25.1,13.5,2.8,1.0,14.6,262,Good
27.7,58.8,39.1,50.7,33.0,9.8,1.43,7.9,408,Moderate
32.8,73.6,18.6,39.5,21.4,12.2,2.21,4.4,590,Poor
31.3,70.5,13.7,23.4,28.6,10.6,1.69,5.9,647,Moderate
26.4,77.1,20.6,24.8,24.1,12.4,1.46,6.7,576,Moderate
27.6,62.5,8.7,16.0,18.4,3.7,1.02,10.4,235,Good
20.7,48.7,5.9,11.1,14.7,6.9,0.89,11.7,581,Good
30.2,48.6,6.9,15.8,19.7,9.4,1.57,5.2,598,Moderate
22.8,81.2,13.0,18.9,18.5,6.8,1.04,15.0,215,Good
20.0,79.9,2.0,7.3,15.2,5.1,1.06,10.5,244,Good
31.1,61.0,27.1,31.1,13.0,3.8,0.98,13.4,278,Good
31.3,71.5,20.2,28.6,21.6,4.4,1.02,13.7,306,Good
35.4,68.8,29.2,40.7,32.6,8.8,1.74,5.6,650,Moderate
43.6,112.5,47.7,69.6,40.8,21.6,2.64,3.2,805,Hazardous
34.6,65.2,47.0,59.9,24.4,15.6,2.15,7.0,771,Poor
31.4,79.4,55.7,62.7,24.1,11.5,1.46,7.8,361,Moderate
22.2,79.3,39.8,49.8,22.4,5.6,1.49,5.5,351,Moderate
32.5,75.0,55.6,61.0,29.6,9.7,1.7,5.8,455,Poor
22.9,72.1,12.5,18.3,32.9,7.7,1.74,5.7,706,Moderate
34.6,69.0,49.0,62.9,26.9,12.1,2.2,6.0,721,Poor
27.5,65.9,19.3,31.5,24.6,7.2,1.74,5.4,609,Moderate
27.0,54.9,1.5,5.6,16.1,3.5,0.96,11.6,482,Good
27.4,78.8,26.0,28.3,20.0,2.1,0.99,11.1,486,Good
23.6,67.4,17.9,28.8,25.6,7.3,1.71,6.2,670,Moderate
29.7,93.5,2.9,21.9,30.5,10.0,1.79,3.7,816,Poor
28.1,93.7,35.0,50.7,46.0,19.4,1.66,4.0,487,Poor
21.4,39.3,19.4,26.4,21.7,4.7,1.1,12.2,428,Good
35.6,64.8,16.1,30.3,32.2,1.1,1.65,5.9,640,Moderate
25.3,64.5,30.9,47.8,27.8,11.3,1.63,5.3,389,Moderate
27.1,67.9,30.7,41.4,18.9,3.9,0.94,11.4,563,Good
29.4,63.9,9.3,12.2,19.1,6.7,0.95,11.0,315,Good
33.2,93.9,21.3,32.2,36.2,21.8,2.35,5.5,714,Poor
26.7,92.5,13.4,17.1,30.0,10.7,2.31,3.8,712,Poor
35.1,47.6,23.8,31.7,26.6,14.5,1.35,6.9,565,Moderate
29.7,82.0,20.8,30.1,26.9,11.6,1.39,7.2,424,Moderate
31.2,49.7,20.5,30.6,25.2,15.7,1.59,9.0,347,Moderate
28.2,52.3,3.4,11.8,17.2,7.7,0.84,13.0,243,Good
27.3,79.9,26.9,33.8,16.6,6.0,0.91,10.1,365,Good
23.4,54.9,13.7,18.9,22.6,5.3,1.12,13.5,269,Good
28.8,40.1,12.0,17.6,25.9,7.2,1.06,13.3,390,Good
27.2,62.6,8.5,13.2,27.2,6.6,0.95,10.2,505,Good
32.5,55.7,5.6,10.7,26.0,12.7,1.54,5.7,298,Moderate
26.4,76.1,36.5,40.9,31.7,15.2,2.09,6.8,472,Poor
41.2,79.1,5.6,27.6,35.9,6.9,1.66,7.1,359,Poor
35.6,71.9,10.3,27.3,22.6,10.4,1.66,4.4,555,Poor
44.9,100.6,12.9,28.7,43.6,15.9,2.18,6.0,630,Hazardous
18.8,72.3,8.8,12.2,18.7,3.2,0.85,13.1,498,Good
23.1,67.0,2.3,8.1,18.7,7.7,1.13,10.7,543,Good
21.1,49.5,4.3,9.4,15.2,0.6,1.1,14.4,314,Good
31.3,56.1,2.3,11.6,21.1,9.0,1.41,10.9,588,Moderate
37.7,73.8,16.9,36.9,40.0,25.8,2.3,5.1,451,Poor
45.5,67.6,51.4,64.5,36.9,9.4,1.93,4.2,467,Poor
31.5,66.9,4.6,14.6,24.7,19.7,2.47,7.5,761,Poor
26.4,60.3,6.5,13.2,21.8,5.1,0.88,11.1,412,Good
26.6,95.9,163.1,172.9,32.4,22.5,1.84,4.2,590,Poor
21.4,62.6,5.3,10.8,14.3,3.5,0.93,14.7,391,Good
22.7,53.6,1.5,4.5,23.8,3.3,1.06,12.0,359,Good
25.0,45.7,0.1,3.6,14.3,7.9,1.03,10.7,316,Good
24.1,70.9,5.0,9.7,17.4,2.2,0.97,13.7,366,Good
25.6,72.6,7.9,10.6,16.8,7.8,0.9,16.8,376,Good
36.3,106.3,62.3,75.6,27.1,19.5,2.08,5.0,682,Poor
44.2,63.5,120.8,137.5,38.7,22.6,1.41,3.4,707,Poor
30.8,60.9,7.2,20.0,36.1,13.7,1.37,5.1,342,Moderate
21.5,75.4,11.2,17.5,14.8,6.3,1.01,14.6,298,Good
26.8,58.5,39.0,46.5,27.4,8.6,1.59,5.5,466,Moderate
20.5,62.5,5.4,8.9,25.7,8.0,1.12,10.7,463,Good
39.7,79.0,46.0,74.8,46.3,14.9,2.24,5.9,730,Hazardous
33.3,70.1,55.1,72.7,40.5,30.7,2.12,4.9,612,Hazardous
26.8,54.3,25.1,33.7,27.1,6.3,1.61,9.7,632,Moderate
23.8,40.2,8.8,12.3,27.9,6.9,1.0,11.1,317,Good
29.0,70.1,28.8,40.1,23.1,0.8,1.54,7.0,531,Moderate
23.5,70.8,4.6,13.3,35.7,4.8,1.45,12.5,345,Moderate
20.7,68.5,3.1,5.5,9.2,9.8,0.87,10.3,333,Good
30.3,52.8,2.9,12.3,20.8,6.1,1.12,5.2,642,Moderate
27.3,45.7,3.0,8.6,10.5,7.1,0.96,10.8,426,Good
30.4,71.0,74.2,89.0,31.9,15.3,1.74,6.7,314,Moderate
25.5,80.9,24.7,31.1,13.8,7.2,1.01,13.7,522,Good
31.1,69.9,22.4,25.7,25.7,7.1,1.04,13.7,417,Good
35.1,65.7,26.8,41.9,32.5,21.7,1.92,5.6,571,Poor
42.9,53.3,0.6,14.2,19.7,9.4,1.7,7.2,604,Moderate
31.1,89.1,22.8,28.2,17.7,10.5,1.71,6.8,680,Moderate
33.3,76.1,2.6,10.2,24.8,9.9,1.35,6.7,321,Moderate
44.4,104.7,6.6,32.3,45.7,15.6,2.72,4.1,888,Hazardous
19.7,73.8,1.4,6.7,20.1,4.3,1.1,14.2,532,Good
23.2,44.4,4.2,10.9,15.6,8.9,0.86,10.2,289,Good
34.8,54.9,13.2,18.9,20.1,11.0,1.63,5.3,385,Moderate
23.1,71.0,4.9,9.9,17.7,4.4,1.01,11.8,342,Good
28.2,39.4,6.3,11.6,26.2,7.1,0.92,15.2,289,Good
24.6,82.8,5.6,19.8,28.7,19.1,2.02,8.0,710,Poor
32.2,62.2,20.2,34.3,33.7,26.4,2.12,8.3,512,Hazardous
25.5,73.4,13.8,21.4,25.7,3.8,0.95,11.0,194,Good
24.9,85.6,7.4,18.6,30.2,10.8,1.22,6.4,515,Moderate
40.1,80.2,36.5,49.6,30.0,8.0,2.13,3.7,468,Poor
22.9,45.9,4.4,9.3,12.6,5.9,1.01,10.1,223,Good
25.0,72.6,1.5,6.9,19.0,5.7,0.94,14.8,407,Good
31.4,78.3,8.2,14.1,23.5,5.6,0.87,11.2,225,Good
30.8,60.3,36.6,44.7,25.3,12.1,1.84,5.1,386,Moderate
40.0,66.1,21.7,41.3,28.1,2.7,1.66,5.9,745,Poor
34.6,71.6,21.7,37.5,30.7,16.4,2.18,4.1,754,Poor
29.4,68.8,22.8,25.4,14.3,5.7,1.07,12.2,358,Good
27.0,73.6,0.9,3.1,13.9,4.4,1.2,10.2,488,Good
